Make,Model,Year,Color,Condition,Mileage,Transmission,Price
Mercedes-Benz,GL-Class,2008,GL 450,Silver,Nigerian Used,Automatic,"3,150,000"
Honda,Pilot,2003,Black,Nigerian Used,365864,Automatic,"1,470,000"
Mercedes-Benz,GLK-Class,2012,Black,Nigerian Used,171777,Automatic,"6,615,000"
Toyota,Camry,2007,Blue,Nigerian Used,388782,Automatic,"2,100,000"
Toyota,Venza,2013,Black,Foreign Used,162714,Automatic,"11,025,000"
Toyota,Sienna,2004,Gold,Foreign Used,173514,Automatic,"2,730,000"
Toyota,Highlander,2012,Burgandy,Foreign Used,98634,Automatic,"12,937,500"
Mercedes-Benz,E250,2010,Black,Nigerian Used,68578,Automatic,"8,085,000"
Toyota,Corolla,2003,Silver,Nigerian Used,166706,Automatic,"2,652,000"
Toyota,Camry,2010,LE 4dr Sedan (2.5L 4cyl 6AM),Gold,Nigerian Used,Automatic,"3,045,000"
Acura,MDX,2001,Gray,Nigerian Used,4255811,Automatic,"1,995,000"
Toyota,Camry,2011,White,Nigerian Used,184803,Automatic,"3,255,000"
Nissan,Murano,2003,Off white,Nigerian Used,195025,Automatic,"2,310,000"
Ford,Edge,2007,Off white,Nigerian Used,153652,Automatic,"3,224,000"
Mercedes-Benz,G-Class,2003,Base G 500 AWD,Black,Nigerian Used,Automatic,"9,975,000"
Toyota,Sienna,2015,Gray,Foreign Used,275219,Automatic,"11,550,000"
Toyota,RAV4,2013,Black,Foreign Used,72945,Automatic,"10,500,000"
Volkswagen,Routan,2010,White,Foreign Used,261839,Automatic,"5,565,000"
Lexus,GX,2004,470,Blue,Nigerian Used,Automatic,"4,410,000"
Toyota,Camry,2013,Silver,Foreign Used,280044,Automatic,"8,437,500"
Toyota,Corolla,2003,Gray,Nigerian Used,232840,Automatic,"1,470,000"
Hyundai,Santa Fe,2007,3.3 Limited AWD,Blue,Nigerian Used,Automatic,"3,120,000"
Mercedes-Benz,M Class,2008,Brown,Nigerian Used,190579,Automatic,"4,680,000"
Kia,Rio,2013,Black,Nigerian Used,106197,Manual,"2,362,500"
Nissan,Frontier,2004,Gray,Nigerian Used,182058,Automatic,"2,520,000"
Toyota,Camry,2007,White,Nigerian Used,146249,Automatic,"3,536,000"
Toyota,Highlander,2008,Hybrid Limited,Black,Nigerian Used,Automatic,"7,280,000"
Honda,Accord,2004,Blue,Nigerian Used,151028,Automatic,"2,250,000"
Lexus,RX 350,2007,Silver,Foreign Used,177318,Automatic,"7,300,000"
Toyota,Camry,1998,Black,Nigerian Used,242286,Automatic,"1,456,000"
Toyota,Corolla,2009,Red,Nigerian Used,304295,Automatic,"3,255,000"
Lexus,RX,2005,Blue,Nigerian Used,163694,Automatic,"3,990,000"
Toyota,4-Runner,2004,White,Foreign Used,260029,Automatic,"8,320,000"
Toyota,Camry,2009,Gray,Nigerian Used,135466,Automatic,"3,375,000"
Lexus,GX,2008,Silver,Foreign Used,73633,Automatic,"5,250,000"
Toyota,Highlander,2009,Gray,Nigerian Used,164125,Automatic,"6,552,000"
Peugeot,406,2008,Silver,Nigerian Used,1800,Manual,"1,260,000"
Lexus,GX,2004,Black,Nigerian Used,148123,Automatic,"13,520,000"
Peugeot,307,2008,Blue,Nigerian Used,651652,Manual,"1,352,000"
Cadillac,CTS,2013,Black,Nigerian Used,105746,Automatic,"9,975,000"
Ford,Explorer,2019,White,Foreign Used,4115,Automatic,"26,250,000"
Lexus,RX 330,2004,Black,Nigerian Used,204709,Automatic,"4,200,000"
Vauxhall,Vivaro,2002,White,Nigerian Used,2000,Manual,"1,260,000"
Lexus,RX 330,2004,Silver,Nigerian Used,181438,Automatic,"3,570,000"
Toyota,Prius,2002,Black,Nigerian Used,234945,Automatic,"1,260,000"
Honda,Accord,2006,Black,Nigerian Used,119518,Manual,"1,995,000"
Honda,Accord,2005,Silver,Nigerian Used,200704,Automatic,"1,768,000"
Ford,Escape,2014,Black,Nigerian Used,219193,Automatic,"4,305,000"
Nissan,Altima,2005,Green,Foreign Used,287809,Automatic,"2,835,000"
Lexus,IS,2007,Black,Nigerian Used,107289,Automatic,"2,100,000"
Mercedes-Benz,M Class,2012,White,Foreign Used,151248,Automatic,"9,765,000"
Mazda,CX-7,2007,Red,Nigerian Used,169451,Automatic,"2,184,000"
Nissan,X-Trail,2006,Silver,Nigerian Used,253915,Automatic,"2,835,000"
Toyota,Camry,2006,Silver,Nigerian Used,305177,Automatic,"3,328,000"
Volkswagen,Golf,1994,Gray,Nigerian Used,290279,Manual,"1,050,000"
Lexus,LX,2019,Gray,Nigerian Used,23787,Automatic,"73,500,000"
Nissan,Almera,2014,Gray,Nigerian Used,80152,Automatic,"2,392,000"
BMW,328i,2000,Blue,Nigerian Used,297187,Automatic,"1,577,500"
Mercedes-Benz,C230,2006,Silver,Nigerian Used,518887,Automatic,"1,533,000"
Brand New,No faults,GAC,GA3,2022,White,Automatic,"15,974,000"
Lexus,RX,2002,Silver,Nigerian Used,354319,Automatic,"2,704,000"
Mercedes-Benz,E300,2014,Black,Nigerian Used,35485,Automatic,"14,700,000"
Lexus,RX,2010,Gold,Foreign Used,80000,Automatic,"9,933,000"
Acura,MDX,2005,Premium 4dr SUV AWD (3.5L 6cyl 5A),Black,Nigerian Used,Automatic,"1,438,500"
Lexus,IS,2007,White,Nigerian Used,216885,Automatic,"4,160,000"
Toyota,Camry,2009,Red,Nigerian Used,88115,Automatic,"4,680,000"
Volkswagen,Rabbit,2007,White,Nigerian Used,243060,Automatic,"2,310,000"
Mazda,Tribute,2009,Blue,Foreign Used,173819,Automatic,"4,095,000"
Lexus,RX 300,1999,Gold,Nigerian Used,128528,Automatic,"2,205,000"
Mazda,CX-9,2009,Blue,Foreign Used,152200,Automatic,"6,032,000"
Toyota,4-Runner,2006,Black,Nigerian Used,285664,Automatic,"4,160,000"
Toyota,Camry,2007,Blue,Nigerian Used,184944,Automatic,"4,576,000"
Toyota,Camry,2012,Gray,Foreign Used,298209,Automatic,"7,800,000"
Lexus,RX,2020,350L 4WD,White,Nigerian Used,Automatic,"34,020,000"
Toyota,Sienna,2006,Gray,Foreign Used,281834,Automatic,"4,725,000"
Ford,Focus,2002,Silver,Nigerian Used,302823,Manual,"1,785,000"
Mazda,6,2015,Black,Nigerian Used,207764,Automatic,"6,825,000"
Peugeot,307,2008,Blue,Nigerian Used,138376,Manual,"2,080,000"
Toyota,Avalon,2007,Green,Nigerian Used,188734,Automatic,"2,415,000"
Mitsubishi,Pajero,2010,Gray,Nigerian Used,156591,Automatic,"5,250,000"
Land Rover,Range Rover,2008,Black,Nigerian Used,98302,Automatic,"3,234,000"
Toyota,Solara,2008,Blue,Foreign Used,122543,Automatic,"3,675,000"
Cadillac,CTS,2007,Black,Foreign Used,114912,Automatic,"3,675,000"
Mercedes-Benz,M Class,2012,ML 350 BlueTEC 4Matic,Silver,Foreign Used,Automatic,"14,456,000"
Toyota,Avanza,2006,Silver,Nigerian Used,356135,Automatic,"2,100,000"
Toyota,RAV4,2018,SE 4dr SUV (2.5L 4cyl 6A),Blue,Foreign Used,Automatic,"13,860,000"
Mercedes-Benz,GLK-Class,2012,Off white,Foreign Used,144152,Automatic,"9,450,000"
Mercedes-Benz,C300,2015,White,Foreign Used,169600,Automatic,"13,650,000"
Hyundai,Sonata,2007,Blue,Nigerian Used,279210,Automatic,"2,080,000"
BMW,X5,2003,Green,Nigerian Used,254384,Automatic,"1,522,500"
Toyota,4-Runner,2005,Black,Nigerian Used,278195,Automatic,"2,100,000"
Toyota,Avalon,2007,Gray,Nigerian Used,220732,Automatic,"3,120,000"
Kia,Rio,2009,Black,Nigerian Used,161013,Automatic,"1,050,000"
Subaru,Tribeca,2008,Brown,Foreign Used,466150,Automatic,"2,520,000"
Toyota,Corolla,2009,Black,Nigerian Used,272827,Manual,"2,496,000"
Toyota,Sequoia,2002,Black,Nigerian Used,195075,Automatic,"2,310,000"
Mercedes-Benz,M Class,2006,ML 350 AWD 4Matic (3.5L V6 7A),Gold,Foreign Used,Automatic,"6,240,000"
Nissan,Maxima,2002,QX 3.5,Blue,Nigerian Used,Automatic,"2,730,000"
BMW,X6,2015,Black,Nigerian Used,97542,Automatic,"36,750,000"
Land Rover,Range Rover,2012,Gray,Nigerian Used,113861,Automatic,"7,350,000"
Mercedes-Benz,GLK-Class,2013,350 4MATIC,Brown,Foreign Used,Automatic,"19,125,000"
BMW,325i,2006,Silver,Nigerian Used,200367,Automatic,"2,625,000"
Lexus,RX 350,2013,Black,Nigerian Used,162366,Automatic,"9,240,000"
Land Rover,Range Rover Sport,2014,Black,Foreign Used,93670,Automatic,"24,150,000"
Lexus,ES,2007,350,Red,Nigerian Used,Automatic,"4,275,000"
Volkswagen,Routan,2011,Gray,Nigerian Used,135482,Automatic,"3,937,500"
Toyota,Hilux,2014,SR 4x4,White,Nigerian Used,Manual,"16,640,000"
Toyota,Tundra,2004,Black,Foreign Used,697729,Automatic,"4,194,750"
Land Rover,Range Rover,2011,Gray,Nigerian Used,140884,Automatic,"4,725,000"
Ford,E-150,2003,White,Nigerian Used,259805,Automatic,"3,780,000"
Lexus,IS,2006,Silver,Nigerian Used,383001,Automatic,"3,150,000"
Mercedes-Benz,C350,2008,Black,Nigerian Used,114699,Automatic,"8,112,000"
Toyota,Tacoma,2020,Gray,Nigerian Used,20699,Automatic,"26,250,000"
Nissan,Sentra,2013,S,Black,Nigerian Used,CVT,"3,885,000"
Ford,Edge,2010,Red,Nigerian Used,1,Automatic,"3,150,000"
Mercedes-Benz,C300,2008,Blue,Foreign Used,189099,Automatic,"5,775,000"
Peugeot,406,2008,Blue,Nigerian Used,372258,Manual,"945,000"
Honda,Accord,2007,Gray,Nigerian Used,243931,Automatic,"1,554,000"
Toyota,4-Runner,2013,Blue,Nigerian Used,119557,Automatic,"10,500,000"
Nissan,Pathfinder,2005,Gray,Nigerian Used,135564,Automatic,"2,756,000"
Toyota,Sienna,2005,Silver,Foreign Used,307667,Automatic,"4,725,000"
Toyota,Camry,2012,LE 4dr Sedan (2.5L 4cyl 6A),Black,Foreign Used,Automatic,"7,072,000"
Mercedes-Benz,GL-Class,2008,GL 450,White,Foreign Used,Automatic,"5,250,000"
Toyota,Corolla,2008,1.8 CE,Gray,Nigerian Used,Automatic,"2,467,500"
Porsche,Kremer,2004,Black,Foreign Used,469544,Automatic,"11,550,000"
Ford,F-150,2005,Blue,Nigerian Used,313602,Automatic,"1,890,000"
Kia,Forte,2014,Blue,Brand New,85845,Automatic,"5,775,000"
Honda,Pilot,2009,Green,Foreign Used,90457,Automatic,"5,725,000"
Toyota,Matrix,2005,Red,Nigerian Used,194606,Automatic,"2,600,000"
Mercedes-Benz,E350,2009,Base 4dr Sedan RWD (3.5L 6cyl 7A),Black,Foreign Used,Automatic,"5,488,875"
Ford,Explorer,2007,Brown,Nigerian Used,135108,Automatic,"2,100,000"
Toyota,Highlander,2016,XLE V6 4x2 (3.5L 6cyl 6A),Gray,Foreign Used,Automatic,"17,472,000"
Audi,Q7,2007,Black,Nigerian Used,37604,Automatic,"2,940,000"
Toyota,Avalon,2006,Silver,Foreign Used,162541,Automatic,"4,225,000"
Honda,Accord,2006,Gray,Nigerian Used,248902,Automatic,"1,768,000"
Toyota,Venza,2014,Black,Foreign Used,206244,Automatic,"16,640,000"
Nissan,Altima,2000,Gray,Nigerian Used,191398,Automatic,"1,050,000"
Genesis,G80,2018,3.8,Blue,Foreign Used,Automatic,"27,300,000"
Chrysler,Town&Country,2001,Blue,Nigerian Used,1,Automatic,"1,575,000"
Peugeot,307,2007,Black,Foreign Used,204999,Automatic,"3,536,000"
Toyota,Hilux,2010,White,Nigerian Used,114997,Manual,"4,777,500"
GAC,GS3,2022,Black,Brand New,1500,Automatic,"18,900,000"
Toyota,Corolla,2010,Black,Foreign Used,284322,Automatic,"5,460,000"
Toyota,Camry,2004,Silver,Nigerian Used,160972,Automatic,"3,328,000"
Mercedes-Benz,C300,2008,White,Foreign Used,318436,Automatic,"5,250,000"
Peugeot,206,2006,Silver,Foreign Used,126725,Automatic,"2,520,000"
Renault,Clio,2003,Silver,Nigerian Used,118213,Manual,"945,000"
Hyundai,Sonata,2014,Blue,Foreign Used,164603,Automatic,"3,675,000"
Lexus,IS,2008,Gray,Nigerian Used,151718,Automatic,"5,200,000"
Volkswagen,Polo,2001,Silver,Foreign Used,296997,Manual,"1,680,000"
Toyota,Camry,2012,L 4dr Sedan (2.5L 4cyl 6A),Gold,Nigerian Used,Automatic,"6,708,000"
Toyota,Sienna,2012,Gray,Foreign Used,93596,Automatic,"7,350,000"
Dodge,Challenger,2011,R/T,White,Foreign Used,Automatic,"5,065,000"
Mercedes-Benz,S-Class,2012,S 550,Silver,Nigerian Used,Automatic,"10,825,000"
Mercedes-Benz,G-Class,2003,Black,Nigerian Used,3200,Automatic,"13,650,000"
Volvo,XC90,2008,Black,Nigerian Used,144626,Automatic,"2,310,000"
Lexus,GS,2007,Blue,Nigerian Used,151647,Automatic,"2,646,000"
Mitsubishi,SpaceWagon,2000,Blue,Nigerian Used,251196,Automatic,"2,310,000"
Toyota,Camry,2011,Gold,Nigerian Used,255524,Automatic,"3,675,000"
Lexus,GS,2006,300 AWD,Silver,Nigerian Used,Automatic,"3,480,748"
Pontiac,Vibe,2009,1.8L,Red,Nigerian Used,Automatic,"3,640,000"
Nissan,Frontier,2003,Red,Foreign Used,129459,Automatic,"5,145,000"
Ford,Edge,2007,Red,Foreign Used,144494,Automatic,"3,885,000"
Nissan,Xterra,2010,Silver,Nigerian Used,116366,Automatic,"6,300,000"
Toyota,Sienna,2004,Gold,Nigerian Used,415211,Automatic,"3,375,000"
Honda,Pilot,2003,Blue,Nigerian Used,264100,Automatic,"1,365,000"
Infiniti,FX35,2007,Gray,Nigerian Used,196785,Automatic,"1,995,000"
Toyota,Avensis,2012,Black,Nigerian Used,70274,Automatic,"2,625,000"
Toyota,Sienna,2006,Blue,Nigerian Used,227847,Automatic,"3,432,000"
Lexus,GS,2008,Black,Nigerian Used,279553,Automatic,"3,045,000"
Toyota,Camry,2011,Gray,Nigerian Used,235378,Automatic,"4,264,000"
Ford,Edge,2013,Black,Nigerian Used,158231,Automatic,"3,675,000"
Nissan,Maxima,2011,Black,Nigerian Used,157488,Automatic,"3,150,000"
Volvo,S80,2000,2.9,Black,Nigerian Used,Automatic,"1,627,500"
Nissan,Rogue,2013,Red,Nigerian Used,149578,Automatic,"3,465,000"
Audi,A6,2012,Blue,Nigerian Used,230584,Automatic,"10,500,000"
Peugeot,407,2005,Gold,Nigerian Used,117103,Automatic,"1,260,000"
Nissan,Altima,2015,Gray,Nigerian Used,51473,Automatic,"2,940,000"
Toyota,Highlander,2013,Gray,Foreign Used,141218,Automatic,"10,395,000"
Toyota,Camry,2006,Gray,Nigerian Used,303249,Automatic,"2,812,500"
Honda,Accord,2010,Red,Nigerian Used,130531,Automatic,"2,257,500"
BMW,520i,2016,Gray,Nigerian Used,68673,Automatic,"8,820,000"
BMW,X5,2014,Black,Nigerian Used,70493,Automatic,"15,750,000"
Toyota,Corolla,2007,Silver,Nigerian Used,222261,Automatic,"3,937,500"
Toyota,Avensis,2000,Wagon 1.8 VVT-i,Blue,Nigerian Used,Automatic,"892,500"
Peugeot,406,2000,Blue,Nigerian Used,188777,Manual,"840,000"
Toyota,Avensis,2011,Blue,Nigerian Used,489285,Automatic,"4,725,000"
Lexus,ES,2013,White,Foreign Used,118350,Automatic,"13,500,000"
Kia,Optima,2011,Black,Nigerian Used,159081,Automatic,"3,675,000"
Lexus,LX,2010,570,Black,Foreign Used,Automatic,"37,125,000"
Mercedes-Benz,E350,2014,Blue,Nigerian Used,152237,Automatic,"13,000,000"
Mercedes-Benz,E350,2007,Red,Nigerian Used,104805,Automatic,"3,952,000"
Infiniti,G35,2008,Gray,Nigerian Used,489189,Automatic,"2,625,000"
Mercedes-Benz,M Class,2013,ML 350 4Matic,Gray,Nigerian Used,Automatic,"14,668,000"
Mercedes-Benz,M Class,2006,Silver,Foreign Used,191138,Automatic,"5,250,000"
Volvo,S60,2012,Black,Foreign Used,111893,Automatic,"3,570,000"
Pontiac,Vibe,2003,Red,Nigerian Used,439427,Automatic,"2,288,000"
Land Rover,Range Rover Sport,2016,White,Foreign Used,153386,Automatic,"25,515,000"
Ford,Focus,2012,Red,Foreign Used,88513,Automatic,"6,240,000"
Toyota,Camry,2007,Black,Nigerian Used,182188,Automatic,"3,937,500"
Toyota,HiAce,2002,White,Nigerian Used,210621,Manual,"7,140,000"
Chrysler,300,2009,Black,Nigerian Used,145535,Automatic,"3,255,000"
Acura,TSX,2011,Black,Nigerian Used,279632,Automatic,"3,675,000"
Mercedes-Benz,E240,2002,Black,Nigerian Used,211089,Automatic,"2,415,000"
Mercedes-Benz,S-Class,2010,Black,Nigerian Used,51828,Automatic,"10,500,000"
Lexus,ES,2004,Black,Nigerian Used,145735,Automatic,"2,100,000"
Toyota,Corolla,2006,Red,Nigerian Used,232644,Automatic,"2,520,000"
Volkswagen,Golf,2008,Black,Nigerian Used,167186,Automatic,"2,100,000"
Toyota,Camry,2002,Blue,Nigerian Used,414660,Automatic,"2,288,000"
Mercedes-Benz,M Class,2012,White,Nigerian Used,319692,Automatic,"14,560,000"
Hyundai,Sonata,2014,White,Nigerian Used,296329,Automatic,"3,412,500"
Mercedes-Benz,C200,2001,Silver,Nigerian Used,2000,Automatic,"2,835,000"
Toyota,Tundra,2003,Red,Foreign Used,116279,Automatic,"3,990,000"
Mercedes-Benz,M Class,2015,Gray,Nigerian Used,63797,Automatic,"11,130,000"
Kia,Sportage,2009,2.0 L 4WD,Gold,Nigerian Used,Automatic,"2,100,000"
Toyota,Sienna,2006,Gray,Foreign Used,117214,Automatic,"3,150,000"
Lexus,RX 300,2002,Silver,Nigerian Used,164433,Automatic,"1,890,000"
Toyota,Camry,1997,Red,Nigerian Used,251520,Automatic,"997,500"
Volkswagen,Routan,2010,Black,Nigerian Used,131356,Automatic,"2,730,000"
Kia,Shuma,2002,Gray,Nigerian Used,211934,Manual,"1,575,000"
Mercedes-Benz,C230,2005,White,Nigerian Used,2500,Automatic,"1,365,000"
GAC,GS4,2019,Black,Nigerian Used,61564,Automatic,"11,550,000"
Toyota,Camry,2010,Gray,Nigerian Used,148279,Automatic,"2,940,000"
Volkswagen,Passat,2012,Red,Nigerian Used,74869,Automatic,"4,368,000"
Toyota,Tacoma,2007,Double Cab Long Automatic 4x4,Black,Nigerian Used,Automatic,"4,882,500"
Toyota,Sienna,2001,CE,White,Nigerian Used,Automatic,"1,890,000"
Toyota,Avensis,2008,Black,Nigerian Used,160845,Automatic,"2,288,000"
Toyota,Sienna,2004,Gold,Nigerian Used,296837,Automatic,"3,640,000"
Mazda,3,2010,Gray,Nigerian Used,123559,Automatic,"2,625,000"
Toyota,Corolla,2005,Silver,Foreign Used,209574,Automatic,"3,675,000"
Lexus,GS,2015,White,Foreign Used,124253,Automatic,"14,700,000"
Nissan,Sentra,2005,Black,Nigerian Used,311803,Automatic,"1,260,000"
Mercedes-Benz,GLK-Class,2013,350 4MATIC,White,Nigerian Used,Automatic,"7,875,000"
Toyota,Venza,2011,Black,Foreign Used,117954,Automatic,"8,657,250"
Toyota,Camry,2007,White,Nigerian Used,162970,Automatic,"3,640,000"
Toyota,Sienna,2000,Black,Foreign Used,287745,Automatic,"4,576,000"
Honda,Accord,2003,Black,Nigerian Used,131587,Automatic,"892,500"
Chrysler,Pacifica,2007,Blue,Nigerian Used,204667,Automatic,"1,890,000"
Toyota,FJ Cruiser,2008,Base 4x4,Black,Nigerian Used,Automatic,"6,240,000"
Toyota,Camry,2016,Blue,Nigerian Used,148318,Automatic,"7,072,000"
Mercedes-Benz,C300,2009,Black,Foreign Used,172717,Automatic,"7,592,000"
Toyota,Sienna,2008,Gray,Foreign Used,360244,Automatic,"4,620,000"
Toyota,Corolla,2012,L 4dr Sedan (1.8L 4cyl 5M),Black,Nigerian Used,Automatic,"3,744,000"
Toyota,Camry,2011,Base 4dr Sedan (2.5L 4cyl 6M),Black,Foreign Used,Automatic,"5,040,000"
Toyota,Camry,2012,Black,Nigerian Used,181029,Automatic,"5,720,000"
Subaru,Tribeca,2006,Blue,Nigerian Used,281256,Automatic,"2,205,000"
Toyota,Yaris,2019,Silver,Foreign Used,110928,Automatic,"8,400,000"
Peugeot,406,2004,Break 2.0i,Silver,Nigerian Used,Manual,"1,820,000"
Land Rover,Range Rover Sport,2011,White,Nigerian Used,106761,Automatic,"10,940,000"
Mercury,Mariner,2008,Black,Nigerian Used,231009,Automatic,"2,730,000"
Toyota,Highlander,2008,Black,Nigerian Used,87577,Automatic,"9,880,000"
Hyundai,Sonata,2011,GLS Sedan FWD (2.4L 4cyl 6A),Red,Foreign Used,Automatic,"4,502,500"
Infiniti,QX56,2012,Blue,Nigerian Used,202163,CVT,"7,350,000"
Toyota,Matrix,2010,Hatchback FWD (1.8L 4cyl 5M),Blue,Nigerian Used,Automatic,"3,744,000"
Toyota,Sienna,2009,Gray,Nigerian Used,94739,Automatic,"2,100,000"
Hyundai,Elantra,2012,Limited,Silver,Foreign Used,Automatic,"5,565,000"
Acura,MDX,2002,3.5L 4x4,Black,Nigerian Used,Automatic,"1,512,000"
Toyota,Camry,2009,Gray,Nigerian Used,288813,Automatic,"2,940,000"
Ford,Explorer,2011,Black,Foreign Used,316386,Automatic,"7,350,000"
Volkswagen,Passat,2010,Black,Nigerian Used,212082,Automatic,"1,365,000"
Volvo,XC90,2008,Blue,Foreign Used,172262,Automatic,"4,305,000"
Toyota,Corolla,2008,1.8,Black,Nigerian Used,Automatic,"2,730,000"
Mazda,Tribute,2002,Green,Foreign Used,158017,Automatic,"2,205,000"
Lexus,IS,2006,Black,Nigerian Used,271136,Automatic,"3,255,000"
Toyota,Camry,2008,Silver,Nigerian Used,309216,Automatic,"3,150,000"
Toyota,Sienna,2006,Gold,Foreign Used,185140,Automatic,"6,300,000"
Honda,Accord,2009,Gray,Nigerian Used,343114,Automatic,"2,912,000"
Honda,Odyssey,2002,Red,Nigerian Used,424743,Automatic,"945,000"
Toyota,Tacoma,2011,Black,Foreign Used,200621,Automatic,"10,185,000"
Toyota,Corolla,2005,Sedan,White,Nigerian Used,Automatic,"2,600,000"
Lexus,RX 330,2004,Blue,Nigerian Used,204696,Automatic,"3,675,000"
Lexus,ES,2005,White,Foreign Used,126794,Automatic,"4,888,000"
Lexus,GX,2014,Black,Foreign Used,118434,Automatic,"30,680,000"
Jeep,Commander,2006,5.7 V8 Hemi,Black,Nigerian Used,Automatic,"2,310,000"
Mazda,626,2006,White,Nigerian Used,457446,Automatic,"1,260,000"
Lexus,RX 330,2005,Silver,Foreign Used,1763807,Automatic,"6,750,000"
Ford,Edge,2007,Gray,Nigerian Used,281481,Automatic,"3,120,000"
Mercedes-Benz,M Class,2011,Gray,Nigerian Used,220976,Automatic,"6,500,000"
Honda,Accord,2013,Gray,Foreign Used,127054,Automatic,"6,195,000"
Toyota,Camry,2004,Blue,Foreign Used,323580,Automatic,"4,275,000"
Toyota,Highlander,2003,Blue,Nigerian Used,291058,Automatic,"2,925,000"
Lexus,ES,2009,White,Foreign Used,314537,Automatic,"6,412,500"
Lexus,RX 330,2004,Silver,Foreign Used,160206,Automatic,"7,312,500"
Ford,Explorer,2014,Black,Nigerian Used,158616,Automatic,"4,147,500"
Toyota,Avensis,2008,1.8 VVTi,Blue,Nigerian Used,Manual,"1,785,000"
Acura,MDX,2004,Gray,Nigerian Used,191030,Automatic,"2,812,500"
Toyota,Camry,2009,Red,Foreign Used,270832,Automatic,"4,147,500"
Ford,Edge,2013,Blue,Nigerian Used,115511,Automatic,"4,680,000"
Toyota,Camry,2011,Gray,Foreign Used,237607,Automatic,"5,850,000"
Toyota,Highlander,2010,Silver,Foreign Used,180203,Automatic,"10,400,000"
Ford,Edge,2008,Gray,Nigerian Used,154187,Automatic,"5,062,500"
Volkswagen,CC,2011,Black,Nigerian Used,213526,Automatic,"2,730,000"
Toyota,Camry,2008,Silver,Nigerian Used,213750,Automatic,"3,600,000"
Toyota,Sequoia,2002,White,Nigerian Used,327110,Automatic,"2,025,000"
Toyota,Camry,2007,White,Nigerian Used,95182,Automatic,"2,925,000"
Toyota,Yaris,2002,Silver,Nigerian Used,313981,Manual,"1,575,000"
Lexus,RX 400h,2006,Gold,Nigerian Used,37619,Automatic,"3,622,500"
Honda,Pilot,2011,Silver,Foreign Used,425773,Automatic,"6,510,000"
Mazda,323,2010,Gray,Nigerian Used,168427,Automatic,"1,365,000"
Toyota,RAV4,2014,Red,Foreign Used,167859,Automatic,"12,480,000"
Lexus,ES,2006,Gold,Nigerian Used,317477,Automatic,"4,368,000"
Mercedes-Benz,GLE-Class,2018,White,Nigerian Used,27354,Automatic,"19,950,000"
Acura,CSX,2011,Silver,Foreign Used,228791,Automatic,"7,560,000"
Honda,Accord,2005,Sedan LX V6 Automatic,Black,Nigerian Used,Automatic,"1,335,600"
Honda,Ridgeline,2006,RT,Black,Nigerian Used,Automatic,"3,744,000"
Toyota,Sienna,2000,Burgandy,Nigerian Used,304829,Automatic,"1,680,000"
Mazda,CX-7,2011,Beige,Foreign Used,111835,Automatic,"4,725,000"
Hyundai,Sonata,2013,Silver,Nigerian Used,317718,Automatic,"3,937,500"
Mazda,CX-9,2012,Blue,Nigerian Used,319634,Automatic,"3,600,000"
Ford,Edge,2007,Black,Nigerian Used,217564,Automatic,"2,625,000"
Toyota,Highlander,2008,Gold,Nigerian Used,325184,Automatic,"6,240,000"
Honda,Civic,2019,LX Sedan,Gray,Foreign Used,Automatic,"13,440,000"
Toyota,4-Runner,2004,Limited,Silver,Foreign Used,Automatic,"5,250,000"
Honda,Pilot,2005,Black,Nigerian Used,136810,Automatic,"1,365,000"
Infiniti,FX35,2005,Gray,Nigerian Used,141804,Automatic,"2,080,000"
Toyota,Highlander,2002,V6 AWD,Silver,Nigerian Used,Automatic,"4,160,000"
Ford,Explorer,2007,Black,Foreign Used,456320,Automatic,"3,255,000"
Honda,Crosstour,2010,Black,Foreign Used,227333,Automatic,"6,750,000"
Toyota,Camry,2005,Gray,Nigerian Used,123448,Automatic,"3,375,000"
Toyota,Camry,2006,Gray,Nigerian Used,95880,Automatic,"3,952,000"
Dodge,Caravan,2012,Gray,Foreign Used,135798,Automatic,"4,725,000"
